{'scaleID': 'scaleID_1', 'fluctuation': 125, 'currentWeightFoodPan': 1875, 'timestamp': '01/01/2020, 09:43:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 128, 'currentWeightFoodPan': 317, 'timestamp': '02/18/2020, 17:04:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 119, 'currentWeightFoodPan': 1753, 'timestamp': '02/18/2020, 17:17:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 113, 'currentWeightFoodPan': 1441, 'timestamp': '02/18/2020, 17:30:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 120, 'currentWeightFoodPan': 197, 'timestamp': '02/18/2020, 17:42:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 137, 'currentWeightFoodPan': 80, 'timestamp': '02/18/2020, 17:55:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_2', 'fluctuation': 128, 'currentWeightFoodPan': 1625, 'timestamp': '02/18/2020, 18:07:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_3', 'fluctuation': 128, 'currentWeightFoodPan': 1872, 'timestamp': '02/18/2020, 18:20:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 111, 'currentWeightFoodPan': 86, 'timestamp': '02/18/2020, 18:33:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 109, 'currentWeightFoodPan': 1332, 'timestamp': '02/18/2020, 18:45:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 106, 'currentWeightFoodPan': 1801, 'timestamp': '02/18/2020, 18:58:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 128, 'currentWeightFoodPan': 1497, 'timestamp': '02/18/2020, 19:11:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_2', 'fluctuation': 113, 'currentWeightFoodPan': 1384, 'timestamp': '02/18/2020, 19:23:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 121, 'currentWeightFoodPan': 1879, 'timestamp': '02/18/2020, 19:36:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 122, 'currentWeightFoodPan': 1262, 'timestamp': '02/18/2020, 19:48:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 113, 'currentWeightFoodPan': 1219, 'timestamp': '02/18/2020, 20:01:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 99, 'currentWeightFoodPan': 1702, 'timestamp': '02/18/2020, 20:14:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 125, 'currentWeightFoodPan': 1754, 'timestamp': '02/18/2020, 20:26:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_0', 'fluctuation': 104, 'currentWeightFoodPan': 1598, 'timestamp': '02/18/2020, 20:39:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 118, 'currentWeightFoodPan': 1144, 'timestamp': '02/18/2020, 20:52:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 117, 'currentWeightFoodPan': 1102, 'timestamp': '02/18/2020, 21:04:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 117, 'currentWeightFoodPan': 1637, 'timestamp': '02/18/2020, 21:17:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 122, 'currentWeightFoodPan': 1750, 'timestamp': '02/18/2020, 21:30:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_4', 'fluctuation': 123, 'currentWeightFoodPan': 979, 'timestamp': '02/19/2020, 09:41:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 95, 'currentWeightFoodPan': 1503, 'timestamp': '02/19/2020, 09:53:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_4', 'fluctuation': 120, 'currentWeightFoodPan': 859, 'timestamp': '02/19/2020, 10:04:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_2', 'fluctuation': 125, 'currentWeightFoodPan': 1019, 'timestamp': '02/19/2020, 10:16:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 112, 'currentWeightFoodPan': 747, 'timestamp': '02/19/2020, 10:28:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 97, 'currentWeightFoodPan': 1406, 'timestamp': '02/19/2020, 10:39:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_0', 'fluctuation': 104, 'currentWeightFoodPan': 1302, 'timestamp': '02/19/2020, 10:51:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 125, 'currentWeightFoodPan': 1512, 'timestamp': '02/19/2020, 11:02:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 120, 'currentWeightFoodPan': 627, 'timestamp': '02/19/2020, 11:14:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 134, 'currentWeightFoodPan': 1616, 'timestamp': '02/19/2020, 11:26:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 120, 'currentWeightFoodPan': 1392, 'timestamp': '02/19/2020, 11:37:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 121, 'currentWeightFoodPan': 1271, 'timestamp': '02/19/2020, 11:49:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 115, 'currentWeightFoodPan': 512, 'timestamp': '02/19/2020, 12:00:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_4', 'fluctuation': 120, 'currentWeightFoodPan': 392, 'timestamp': '02/19/2020, 12:12:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 110, 'currentWeightFoodPan': 1161, 'timestamp': '02/19/2020, 12:24:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 123, 'currentWeightFoodPan': 1493, 'timestamp': '02/19/2020, 12:35:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 120, 'currentWeightFoodPan': 1041, 'timestamp': '02/19/2020, 12:47:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 120, 'currentWeightFoodPan': 272, 'timestamp': '02/19/2020, 12:59:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 112, 'currentWeightFoodPan': 929, 'timestamp': '02/19/2020, 13:10:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 122, 'currentWeightFoodPan': 150, 'timestamp': '02/19/2020, 13:22:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 96, 'currentWeightFoodPan': 1206, 'timestamp': '02/19/2020, 13:33:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_0', 'fluctuation': 96, 'currentWeightFoodPan': 1110, 'timestamp': '02/19/2020, 13:45:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_3', 'fluctuation': 133, 'currentWeightFoodPan': 1360, 'timestamp': '02/19/2020, 13:57:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_0', 'fluctuation': 100, 'currentWeightFoodPan': 1010, 'timestamp': '02/19/2020, 14:08:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 124, 'currentWeightFoodPan': 805, 'timestamp': '02/19/2020, 14:20:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 113, 'currentWeightFoodPan': 692, 'timestamp': '02/19/2020, 14:31:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 125, 'currentWeightFoodPan': 894, 'timestamp': '02/19/2020, 14:43:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 119, 'currentWeightFoodPan': 573, 'timestamp': '02/19/2020, 14:55:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 135, 'currentWeightFoodPan': 1225, 'timestamp': '02/19/2020, 15:06:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 125, 'currentWeightFoodPan': 448, 'timestamp': '02/19/2020, 15:18:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 117, 'currentWeightFoodPan': 331, 'timestamp': '02/19/2020, 15:30:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 133, 'currentWeightFoodPan': 1092, 'timestamp': '02/19/2020, 15:41:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 116, 'currentWeightFoodPan': 215, 'timestamp': '02/19/2020, 15:53:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_0', 'fluctuation': 103, 'currentWeightFoodPan': 907, 'timestamp': '02/19/2020, 16:04:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_4', 'fluctuation': 114, 'currentWeightFoodPan': 36, 'timestamp': '02/19/2020, 16:16:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 92, 'currentWeightFoodPan': 815, 'timestamp': '02/19/2020, 16:28:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_0', 'fluctuation': 106, 'currentWeightFoodPan': 709, 'timestamp': '02/19/2020, 16:39:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 114, 'currentWeightFoodPan': 101, 'timestamp': '02/19/2020, 16:51:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 139, 'currentWeightFoodPan': 953, 'timestamp': '02/19/2020, 17:02:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_2', 'fluctuation': 112, 'currentWeightFoodPan': 782, 'timestamp': '02/19/2020, 17:14:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_3', 'fluctuation': 137, 'currentWeightFoodPan': 816, 'timestamp': '02/19/2020, 17:26:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 123, 'currentWeightFoodPan': 693, 'timestamp': '02/19/2020, 17:37:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_0', 'fluctuation': 95, 'currentWeightFoodPan': 614, 'timestamp': '02/19/2020, 17:49:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 116, 'currentWeightFoodPan': 1884, 'timestamp': '02/19/2020, 18:00:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 112, 'currentWeightFoodPan': 1888, 'timestamp': '02/19/2020, 18:12:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 131, 'currentWeightFoodPan': 562, 'timestamp': '02/19/2020, 18:24:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 139, 'currentWeightFoodPan': 423, 'timestamp': '02/19/2020, 18:35:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_4', 'fluctuation': 113, 'currentWeightFoodPan': 1775, 'timestamp': '02/19/2020, 18:47:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 121, 'currentWeightFoodPan': 1763, 'timestamp': '02/19/2020, 18:59:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_0', 'fluctuation': 102, 'currentWeightFoodPan': 512, 'timestamp': '02/19/2020, 19:10:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_4', 'fluctuation': 106, 'currentWeightFoodPan': 1669, 'timestamp': '02/19/2020, 19:22:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 108, 'currentWeightFoodPan': 404, 'timestamp': '02/19/2020, 19:33:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 129, 'currentWeightFoodPan': 1634, 'timestamp': '02/19/2020, 19:45:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 107, 'currentWeightFoodPan': 1562, 'timestamp': '02/19/2020, 19:57:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 126, 'currentWeightFoodPan': 1508, 'timestamp': '02/19/2020, 20:08:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 120, 'currentWeightFoodPan': 1442, 'timestamp': '02/19/2020, 20:20:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 136, 'currentWeightFoodPan': 287, 'timestamp': '02/19/2020, 20:31:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_0', 'fluctuation': 97, 'currentWeightFoodPan': 307, 'timestamp': '02/19/2020, 20:43:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 113, 'currentWeightFoodPan': 1395, 'timestamp': '02/19/2020, 20:55:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 122, 'currentWeightFoodPan': 1320, 'timestamp': '02/19/2020, 21:06:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 125, 'currentWeightFoodPan': 1270, 'timestamp': '02/19/2020, 21:18:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 116, 'currentWeightFoodPan': 666, 'timestamp': '02/19/2020, 21:30:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_0', 'fluctuation': 101, 'currentWeightFoodPan': 206, 'timestamp': '02/20/2020, 09:41:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_3', 'fluctuation': 138, 'currentWeightFoodPan': 149, 'timestamp': '02/20/2020, 09:52:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_4', 'fluctuation': 124, 'currentWeightFoodPan': 1196, 'timestamp': '02/20/2020, 10:03:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_4', 'fluctuation': 105, 'currentWeightFoodPan': 1091, 'timestamp': '02/20/2020, 10:14:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 121, 'currentWeightFoodPan': 1149, 'timestamp': '02/20/2020, 10:25:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 124, 'currentWeightFoodPan': 1025, 'timestamp': '02/20/2020, 10:36:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 122, 'currentWeightFoodPan': 903, 'timestamp': '02/20/2020, 10:47:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 129, 'currentWeightFoodPan': 537, 'timestamp': '02/20/2020, 10:58:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_0', 'fluctuation': 95, 'currentWeightFoodPan': 111, 'timestamp': '02/20/2020, 11:09:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 114, 'currentWeightFoodPan': 423, 'timestamp': '02/20/2020, 11:20:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_2', 'fluctuation': 120, 'currentWeightFoodPan': 303, 'timestamp': '02/20/2020, 11:31:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_0', 'fluctuation': 101, 'currentWeightFoodPan': 10, 'timestamp': '02/20/2020, 11:42:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 128, 'currentWeightFoodPan': 175, 'timestamp': '02/20/2020, 11:54:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_0', 'fluctuation': 91, 'currentWeightFoodPan': 1909, 'timestamp': '02/20/2020, 12:05:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_0', 'fluctuation': 101, 'currentWeightFoodPan': 1808, 'timestamp': '02/20/2020, 12:16:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_3', 'fluctuation': 120, 'currentWeightFoodPan': 29, 'timestamp': '02/20/2020, 12:27:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_2', 'fluctuation': 128, 'currentWeightFoodPan': 47, 'timestamp': '02/20/2020, 12:38:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 123, 'currentWeightFoodPan': 968, 'timestamp': '02/20/2020, 12:49:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 134, 'currentWeightFoodPan': 1866, 'timestamp': '02/20/2020, 13:00:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 134, 'currentWeightFoodPan': 1732, 'timestamp': '02/20/2020, 13:11:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 124, 'currentWeightFoodPan': 1608, 'timestamp': '02/20/2020, 13:22:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 123, 'currentWeightFoodPan': 1485, 'timestamp': '02/20/2020, 13:33:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 137, 'currentWeightFoodPan': 1348, 'timestamp': '02/20/2020, 13:44:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 124, 'currentWeightFoodPan': 779, 'timestamp': '02/20/2020, 13:55:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 109, 'currentWeightFoodPan': 859, 'timestamp': '02/20/2020, 14:06:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_4', 'fluctuation': 117, 'currentWeightFoodPan': 742, 'timestamp': '02/20/2020, 14:18:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 94, 'currentWeightFoodPan': 1714, 'timestamp': '02/20/2020, 14:29:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 127, 'currentWeightFoodPan': 1873, 'timestamp': '02/20/2020, 14:40:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_3', 'fluctuation': 131, 'currentWeightFoodPan': 1217, 'timestamp': '02/20/2020, 14:51:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 139, 'currentWeightFoodPan': 1078, 'timestamp': '02/20/2020, 15:02:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 117, 'currentWeightFoodPan': 662, 'timestamp': '02/20/2020, 15:13:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 126, 'currentWeightFoodPan': 1747, 'timestamp': '02/20/2020, 15:24:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 114, 'currentWeightFoodPan': 628, 'timestamp': '02/20/2020, 15:35:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 128, 'currentWeightFoodPan': 950, 'timestamp': '02/20/2020, 15:46:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_4', 'fluctuation': 111, 'currentWeightFoodPan': 517, 'timestamp': '02/20/2020, 15:57:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_2', 'fluctuation': 125, 'currentWeightFoodPan': 1622, 'timestamp': '02/20/2020, 16:08:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_3', 'fluctuation': 129, 'currentWeightFoodPan': 821, 'timestamp': '02/20/2020, 16:19:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_4', 'fluctuation': 114, 'currentWeightFoodPan': 403, 'timestamp': '02/20/2020, 16:30:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_4', 'fluctuation': 124, 'currentWeightFoodPan': 279, 'timestamp': '02/20/2020, 16:42:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_0', 'fluctuation': 101, 'currentWeightFoodPan': 1613, 'timestamp': '02/20/2020, 16:53:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 127, 'currentWeightFoodPan': 1495, 'timestamp': '02/20/2020, 17:04:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 123, 'currentWeightFoodPan': 539, 'timestamp': '02/20/2020, 17:15:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_4', 'fluctuation': 111, 'currentWeightFoodPan': 168, 'timestamp': '02/20/2020, 17:26:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 126, 'currentWeightFoodPan': 695, 'timestamp': '02/20/2020, 17:37:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_2', 'fluctuation': 127, 'currentWeightFoodPan': 1368, 'timestamp': '02/20/2020, 17:48:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 123, 'currentWeightFoodPan': 416, 'timestamp': '02/20/2020, 17:59:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 124, 'currentWeightFoodPan': 1244, 'timestamp': '02/20/2020, 18:10:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 120, 'currentWeightFoodPan': 296, 'timestamp': '02/20/2020, 18:21:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_0', 'fluctuation': 104, 'currentWeightFoodPan': 1509, 'timestamp': '02/20/2020, 18:32:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_3', 'fluctuation': 125, 'currentWeightFoodPan': 570, 'timestamp': '02/20/2020, 18:43:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 139, 'currentWeightFoodPan': 431, 'timestamp': '02/20/2020, 18:54:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 130, 'currentWeightFoodPan': 301, 'timestamp': '02/20/2020, 19:06:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_0', 'fluctuation': 96, 'currentWeightFoodPan': 1413, 'timestamp': '02/20/2020, 19:17:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 122, 'currentWeightFoodPan': 174, 'timestamp': '02/20/2020, 19:28:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 128, 'currentWeightFoodPan': 1116, 'timestamp': '02/20/2020, 19:39:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 111, 'currentWeightFoodPan': 63, 'timestamp': '02/20/2020, 19:50:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 128, 'currentWeightFoodPan': 988, 'timestamp': '02/20/2020, 20:01:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 122, 'currentWeightFoodPan': 46, 'timestamp': '02/20/2020, 20:12:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 120, 'currentWeightFoodPan': 181, 'timestamp': '02/20/2020, 20:23:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_0', 'fluctuation': 92, 'currentWeightFoodPan': 1321, 'timestamp': '02/20/2020, 20:34:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_4', 'fluctuation': 123, 'currentWeightFoodPan': 1877, 'timestamp': '02/20/2020, 20:45:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_4', 'fluctuation': 111, 'currentWeightFoodPan': 1766, 'timestamp': '02/20/2020, 20:56:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 121, 'currentWeightFoodPan': 1879, 'timestamp': '02/20/2020, 21:07:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 132, 'currentWeightFoodPan': 49, 'timestamp': '02/20/2020, 21:18:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_4', 'fluctuation': 107, 'currentWeightFoodPan': 1659, 'timestamp': '02/20/2020, 21:30:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_1', 'fluctuation': 119, 'currentWeightFoodPan': 1760, 'timestamp': '02/21/2020, 09:42:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_1', 'fluctuation': 113, 'currentWeightFoodPan': 1647, 'timestamp': '02/21/2020, 09:55:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_3', 'fluctuation': 136, 'currentWeightFoodPan': 1864, 'timestamp': '02/21/2020, 10:08:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_2', 'fluctuation': 118, 'currentWeightFoodPan': 870, 'timestamp': '02/21/2020, 10:21:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_4', 'fluctuation': 120, 'currentWeightFoodPan': 1539, 'timestamp': '02/21/2020, 10:34:00', 'ingredientName': 'tuna'}
{'scaleID': 'scaleID_3', 'fluctuation': 129, 'currentWeightFoodPan': 1735, 'timestamp': '02/21/2020, 10:47:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_0', 'fluctuation': 98, 'currentWeightFoodPan': 1223, 'timestamp': '02/21/2020, 11:00:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_1', 'fluctuation': 114, 'currentWeightFoodPan': 1533, 'timestamp': '02/21/2020, 11:12:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_2', 'fluctuation': 126, 'currentWeightFoodPan': 744, 'timestamp': '02/21/2020, 11:25:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_3', 'fluctuation': 124, 'currentWeightFoodPan': 1611, 'timestamp': '02/21/2020, 11:38:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_3', 'fluctuation': 136, 'currentWeightFoodPan': 1475, 'timestamp': '02/21/2020, 11:51:00', 'ingredientName': 'meatballs'}
{'scaleID': 'scaleID_1', 'fluctuation': 111, 'currentWeightFoodPan': 1422, 'timestamp': '02/21/2020, 12:04:00', 'ingredientName': 'steak-strands'}
{'scaleID': 'scaleID_0', 'fluctuation': 107, 'currentWeightFoodPan': 1116, 'timestamp': '02/21/2020, 12:17:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_0', 'fluctuation': 105, 'currentWeightFoodPan': 1011, 'timestamp': '02/21/2020, 12:30:00', 'ingredientName': 'chicken-pieces'}
{'scaleID': 'scaleID_2', 'fluctuation': 112, 'currentWeightFoodPan': 632, 'timestamp': '02/21/2020, 12:42:00', 'ingredientName': 'chicken-teriyaki'}
{'scaleID': 'scaleID_1', 'fluctuation': 126, 'currentWeightFoodPan': 1296, 'timestamp': '02/21/2020, 12:55:00', 'ingredientName': 'steak-strands'}
